"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02196V02652","State","UNIT","VALUE"
"VSQ04C9","Same sex marriages","20143","2014Q3","-","State","Number",""
"VSQ04C9","Same sex marriages","20144","2014Q4","-","State","Number",""
"VSQ04C9","Same sex marriages","20151","2015Q1","-","State","Number",""
"VSQ04C9","Same sex marriages","20152","2015Q2","-","State","Number",""
"VSQ04C9","Same sex marriages","20153","2015Q3","-","State","Number",""
"VSQ04C9","Same sex marriages","20154","2015Q4","-","State","Number",""
"VSQ04C9","Same sex marriages","20161","2016Q1","-","State","Number",""
"VSQ04C9","Same sex marriages","20162","2016Q2","-","State","Number",""
"VSQ04C9","Same sex marriages","20163","2016Q3","-","State","Number",""
"VSQ04C9","Same sex marriages","20164","2016Q4","-","State","Number",""
"VSQ04C9","Same sex marriages","20171","2017Q1","-","State","Number",""
"VSQ04C9","Same sex marriages","20172","2017Q2","-","State","Number",""
"VSQ04C9","Same sex marriages","20173","2017Q3","-","State","Number",""
"VSQ04C9","Same sex marriages","20174","2017Q4","-","State","Number",""
"VSQ04C9","Same sex marriages","20181","2018Q1","-","State","Number",""
"VSQ04C9","Same sex marriages","20182","2018Q2","-","State","Number",""
"VSQ04C9","Same sex marriages","20183","2018Q3","-","State","Number",""
"VSQ04C9","Same sex marriages","20184","2018Q4","-","State","Number",""
"VSQ04C9","Same sex marriages","20191","2019Q1","-","State","Number",""
"VSQ04C9","Same sex marriages","20192","2019Q2","-","State","Number",""
"VSQ04C9","Same sex marriages","20193","2019Q3","-","State","Number",""
"VSQ04C9","Same sex marriages","20194","2019Q4","-","State","Number",""
"VSQ04C9","Same sex marriages","20201","2020Q1","-","State","Number",""
"VSQ04C9","Same sex marriages","20202","2020Q2","-","State","Number",""
"VSQ04C9","Same sex marriages","20203","2020Q3","-","State","Number",""
"VSQ04C9","Same sex marriages","20204","2020Q4","-","State","Number",""
"VSQ04C9","Same sex marriages","20211","2021Q1","-","State","Number",""
"VSQ04C9","Same sex marriages","20212","2021Q2","-","State","Number",""
"VSQ04C9","Same sex marriages","20213","2021Q3","-","State","Number",""
"VSQ04C9","Same sex marriages","20214","2021Q4","-","State","Number",""
"VSQ04C9","Same sex marriages","20221","2022Q1","-","State","Number","75"
"VSQ04C9","Same sex marriages","20222","2022Q2","-","State","Number","177"
"VSQ04C9","Same sex marriages","20223","2022Q3","-","State","Number","239"
"VSQ04C9","Same sex marriages","20224","2022Q4","-","State","Number","120"
"VSQ04C9","Same sex marriages","20231","2023Q1","-","State","Number","93"
"VSQ04C9","Same sex marriages","20232","2023Q2","-","State","Number","175"
"VSQ04C9","Same sex marriages","20233","2023Q3","-","State","Number","217"
"VSQ04C9","Same sex marriages","20234","2023Q4","-","State","Number","161"
"VSQ04C9","Same sex marriages","20241","2024Q1","-","State","Number","101"
"VSQ04C9","Same sex marriages","20242","2024Q2","-","State","Number","176"
"VSQ04C10","Civil partnerships","19601","1960Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19602","1960Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19603","1960Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19604","1960Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19611","1961Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19612","1961Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19613","1961Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19614","1961Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19621","1962Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19622","1962Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19623","1962Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19624","1962Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19631","1963Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19632","1963Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19633","1963Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19634","1963Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19641","1964Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19642","1964Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19643","1964Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19644","1964Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19651","1965Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19652","1965Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19653","1965Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19654","1965Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19661","1966Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19662","1966Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19663","1966Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19664","1966Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19671","1967Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19672","1967Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19673","1967Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19674","1967Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19681","1968Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19682","1968Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19683","1968Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19684","1968Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19691","1969Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19692","1969Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19693","1969Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19694","1969Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19701","1970Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19702","1970Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19703","1970Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19704","1970Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19711","1971Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19712","1971Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19713","1971Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19714","1971Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19721","1972Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19722","1972Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19723","1972Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19724","1972Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19731","1973Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19732","1973Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19733","1973Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19734","1973Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19741","1974Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19742","1974Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19743","1974Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19744","1974Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19751","1975Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19752","1975Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19753","1975Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19754","1975Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19761","1976Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19762","1976Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19763","1976Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19764","1976Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19771","1977Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19772","1977Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19773","1977Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19774","1977Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19781","1978Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19782","1978Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19783","1978Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19784","1978Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19791","1979Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19792","1979Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19793","1979Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19794","1979Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19801","1980Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19802","1980Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19803","1980Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19804","1980Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19811","1981Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19812","1981Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19813","1981Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19814","1981Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19821","1982Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19822","1982Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19823","1982Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19824","1982Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19831","1983Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19832","1983Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19833","1983Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19834","1983Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19841","1984Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19842","1984Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19843","1984Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19844","1984Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19851","1985Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19852","1985Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19853","1985Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19854","1985Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19861","1986Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19862","1986Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19863","1986Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19864","1986Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19871","1987Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19872","1987Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19873","1987Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19874","1987Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19881","1988Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19882","1988Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19883","1988Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19884","1988Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19891","1989Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19892","1989Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19893","1989Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19894","1989Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19901","1990Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19902","1990Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19903","1990Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19904","1990Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19911","1991Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19912","1991Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19913","1991Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19914","1991Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19921","1992Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19922","1992Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19923","1992Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19924","1992Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19931","1993Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19932","1993Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19933","1993Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19934","1993Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19941","1994Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19942","1994Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19943","1994Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19944","1994Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19951","1995Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19952","1995Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19953","1995Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19954","1995Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19961","1996Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19962","1996Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19963","1996Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19964","1996Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19971","1997Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19972","1997Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19973","1997Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19974","1997Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19981","1998Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19982","1998Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19983","1998Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19984","1998Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","19991","1999Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","19992","1999Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","19993","1999Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","19994","1999Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","20001","2000Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","20002","2000Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","20003","2000Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","20004","2000Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","20011","2001Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","20012","2001Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","20013","2001Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","20014","2001Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","20021","2002Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","20022","2002Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","20023","2002Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","20024","2002Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","20031","2003Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","20032","2003Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","20033","2003Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","20034","2003Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","20041","2004Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","20042","2004Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","20043","2004Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","20044","2004Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","20051","2005Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","20052","2005Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","20053","2005Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","20054","2005Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","20061","2006Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","20062","2006Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","20063","2006Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","20064","2006Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","20071","2007Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","20072","2007Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","20073","2007Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","20074","2007Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","20081","2008Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","20082","2008Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","20083","2008Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","20084","2008Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","20091","2009Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","20092","2009Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","20093","2009Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","20094","2009Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","20101","2010Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","20102","2010Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","20103","2010Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","20104","2010Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","20111","2011Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","20112","2011Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","20113","2011Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","20114","2011Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","20121","2012Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","20122","2012Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","20123","2012Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","20124","2012Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","20131","2013Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","20132","2013Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","20133","2013Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","20134","2013Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","20141","2014Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","20142","2014Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","20143","2014Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","20144","2014Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","20151","2015Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","20152","2015Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","20153","2015Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","20154","2015Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","20161","2016Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","20162","2016Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","20163","2016Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","20164","2016Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","20171","2017Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","20172","2017Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","20173","2017Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","20174","2017Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","20181","2018Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","20182","2018Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","20183","2018Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","20184","2018Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","20191","2019Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","20192","2019Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","20193","2019Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","20194","2019Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","20201","2020Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","20202","2020Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","20203","2020Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","20204","2020Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","20211","2021Q1","-","State","Number",""
"VSQ04C10","Civil partnerships","20212","2021Q2","-","State","Number",""
"VSQ04C10","Civil partnerships","20213","2021Q3","-","State","Number",""
"VSQ04C10","Civil partnerships","20214","2021Q4","-","State","Number",""
"VSQ04C10","Civil partnerships","20221","2022Q1","-","State","Number","0"
"VSQ04C10","Civil partnerships","20222","2022Q2","-","State","Number","0"
"VSQ04C10","Civil partnerships","20223","2022Q3","-","State","Number","0"
"VSQ04C10","Civil partnerships","20224","2022Q4","-","State","Number","0"
"VSQ04C10","Civil partnerships","20231","2023Q1","-","State","Number","0"
"VSQ04C10","Civil partnerships","20232","2023Q2","-","State","Number","0"
"VSQ04C10","Civil partnerships","20233","2023Q3","-","State","Number","0"
"VSQ04C10","Civil partnerships","20234","2023Q4","-","State","Number","0"
"VSQ04C10","Civil partnerships","20241","2024Q1","-","State","Number","0"
"VSQ04C10","Civil partnerships","20242","2024Q2","-","State","Number","0"
"VSQ04C11","Births registered that were first births","19601","1960Q1","-","State","Number",""
"VSQ04C11","Births registered that were first births","19602","1960Q2","-","State","Number",""
"VSQ04C11","Births registered that were first births","19603","1960Q3","-","State","Number",""
"VSQ04C11","Births registered that were first births","19604","1960Q4","-","State","Number",""
"VSQ04C11","Births registered that were first births","19611","1961Q1","-","State","Number",""
"VSQ04C11","Births registered that were first births","19612","1961Q2","-","State","Number",""
"VSQ04C11","Births registered that were first births","19613","1961Q3","-","State","Number",""
"VSQ04C11","Births registered that were first births","19614","1961Q4","-","State","Number",""
"VSQ04C11","Births registered that were first births","19621","1962Q1","-","State","Number",""
"VSQ04C11","Births registered that were first births","19622","1962Q2","-","State","Number",""
"VSQ04C11","Births registered that were first births","19623","1962Q3","-","State","Number",""
"VSQ04C11","Births registered that were first births","19624","1962Q4","-","State","Number",""
"VSQ04C11","Births registered that were first births","19631","1963Q1","-","State","Number",""
"VSQ04C11","Births registered that were first births","19632","1963Q2","-","State","Number",""
"VSQ04C11","Births registered that were first births","19633","1963Q3","-","State","Number",""
"VSQ04C11","Births registered that were first births","19634","1963Q4","-","State","Number",""
"VSQ04C11","Births registered that were first births","19641","1964Q1","-","State","Number",""
"VSQ04C11","Births registered that were first births","19642","1964Q2","-","State","Number",""
"VSQ04C11","Births registered that were first births","19643","1964Q3","-","State","Number",""
"VSQ04C11","Births registered that were first births","19644","1964Q4","-","State","Number",""
"VSQ04C11","Births registered that were first births","19651","1965Q1","-","State","Number",""
"VSQ04C11","Births registered that were first births","19652","1965Q2","-","State","Number",""
"VSQ04C11","Births registered that were first births","19653","1965Q3","-","State","Number",""
"VSQ04C11","Births registered that were first births","19654","1965Q4","-","State","Number",""
"VSQ04C11","Births registered that were first births","19661","1966Q1","-","State","Number",""
"VSQ04C11","Births registered that were first births","19662","1966Q2","-","State","Number",""
"VSQ04C11","Births registered that were first births","19663","1966Q3","-","State","Number",""
"VSQ04C11","Births registered that were first births","19664","1966Q4","-","State","Number",""
"VSQ04C11","Births registered that were first births","19671","1967Q1","-","State","Number",""
"VSQ04C11","Births registered that were first births","19672","1967Q2","-","State","Number",""
"VSQ04C11","Births registered that were first births","19673","1967Q3","-","State","Number",""
"VSQ04C11","Births registered that were first births","19674","1967Q4","-","State","Number",""
"VSQ04C11","Births registered that were first births","19681","1968Q1","-","State","Number",""
"VSQ04C11","Births registered that were first births","19682","1968Q2","-","State","Number",""
"VSQ04C11","Births registered that were first births","19683","1968Q3","-","State","Number",""
"VSQ04C11","Births registered that were first births","19684","1968Q4","-","State","Number",""
"VSQ04C11","Births registered that were first births","19691","1969Q1","-","State","Number",""
"VSQ04C11","Births registered that were first births","19692","1969Q2","-","State","Number",""
"VSQ04C11","Births registered that were first births","19693","1969Q3","-","State","Number",""
"VSQ04C11","Births registered that were first births","19694","1969Q4","-","State","Number",""
"VSQ04C11","Births registered that were first births","19701","1970Q1","-","State","Number",""
"VSQ04C11","Births registered that were first births","19702","1970Q2","-","State","Number",""
"VSQ04C11","Births registered that were first births","19703","1970Q3","-","State","Number",""
"VSQ04C11","Births registered that were first births","19704","1970Q4","-","State","Number",""
"VSQ04C11","Births registered that were first births","19711","1971Q1","-","State","Number",""
"VSQ04C11","Births registered that were first births","19712","1971Q2","-","State","Number",""
"VSQ04C11","Births registered that were first births","19713","1971Q3","-","State","Number",""
"VSQ04C11","Births registered that were first births","19714","1971Q4","-","State","Number",""
"VSQ04C11","Births registered that were first births","19721","1972Q1","-","State","Number",""
"VSQ04C11","Births registered that were first births","19722","1972Q2","-","State","Number",""
"VSQ04C11","Births registered that were first births","19723","1972Q3","-","State","Number",""
"VSQ04C11","Births registered that were first births","19724","1972Q4","-","State","Number",""
"VSQ04C11","Births registered that were first births","19731","1973Q1","-","State","Number",""
"VSQ04C11","Births registered that were first births","19732","1973Q2","-","State","Number",""
"VSQ04C11","Births registered that were first births","19733","1973Q3","-","State","Number",""
"VSQ04C11","Births registered that were first births","19734","1973Q4","-","State","Number",""
"VSQ04C11","Births registered that were first births","19741","1974Q1","-","State","Number",""
"VSQ04C11","Births registered that were first births","19742","1974Q2","-","State","Number",""
"VSQ04C11","Births registered that were first births","19743","1974Q3","-","State","Number",""
"VSQ04C11","Births registered that were first births","19744","1974Q4","-","State","Number",""
"VSQ04C11","Births registered that were first births","19751","1975Q1","-","State","Number",""
"VSQ04C11","Births registered that were first births","19752","1975Q2","-","State","Number",""
"VSQ04C11","Births registered that were first births","19753","1975Q3","-","State","Number",""
"VSQ04C11","Births registered that were first births","19754","1975Q4","-","State","Number",""
"VSQ04C11","Births registered that were first births","19761","1976Q1","-","State","Number",""
"VSQ04C11","Births registered that were first births","19762","1976Q2","-","State","Number",""
"VSQ04C11","Births registered that were first births","19763","1976Q3","-","State","Number",""
"VSQ04C11","Births registered that were first births","19764","1976Q4","-","State","Number",""
"VSQ04C11","Births registered that were first births","19771","1977Q1","-","State","Number",""
"VSQ04C11","Births registered that were first births","19772","1977Q2","-","State","Number",""
"VSQ04C11","Births registered that were first births","19773","1977Q3","-","State","Number",""
"VSQ04C11","Births registered that were first births","19774","1977Q4","-","State","Number",""
"VSQ04C11","Births registered that were first births","19781","1978Q1","-","State","Number",""
"VSQ04C11","Births registered that were first births","19782","1978Q2","-","State","Number",""
"VSQ04C11","Births registered that were first births","19783","1978Q3","-","State","Number",""
"VSQ04C11","Births registered that were first births","19784","1978Q4","-","State","Number",""
"VSQ04C11","Births registered that were first births","19791","1979Q1","-","State","Number",""
"VSQ04C11","Births registered that were first births","19792","1979Q2","-","State","Number",""
"VSQ04C11","Births registered that were first births","19793","1979Q3","-","State","Number",""
"VSQ04C11","Births registered that were first births","19794","1979Q4","-","State","Number",""
"VSQ04C11","Births registered that were first births","19801","1980Q1","-","State","Number",""
"VSQ04C11","Births registered that were first births","19802","1980Q2","-","State","Number",""
"VSQ04C11","Births registered that were first births","19803","1980Q3","-","State","Number",""
"VSQ04C11","Births registered that were first births","19804","1980Q4","-","State","Number",""
"VSQ04C11","Births registered that were first births","19811","1981Q1","-","State","Number",""
"VSQ04C11","Births registered that were first births","19812","1981Q2","-","State","Number",""
"VSQ04C11","Births registered that were first births","19813","1981Q3","-","State","Number",""
"VSQ04C11","Births registered that were first births","19814","1981Q4","-","State","Number",""
"VSQ04C11","Births registered that were first births","19821","1982Q1","-","State","Number",""
"VSQ04C11","Births registered that were first births","19822","1982Q2","-","State","Number",""
"VSQ04C11","Births registered that were first births","19823","1982Q3","-","State","Number",""
"VSQ04C11","Births registered that were first births","19824","1982Q4","-","State","Number",""
"VSQ04C11","Births registered that were first births","19831","1983Q1","-","State","Number",""
"VSQ04C11","Births registered that were first births","19832","1983Q2","-","State","Number",""
"VSQ04C11","Births registered that were first births","19833","1983Q3","-","State","Number",""
"VSQ04C11","Births registered that were first births","19834","1983Q4","-","State","Number",""
"VSQ04C11","Births registered that were first births","19841","1984Q1","-","State","Number",""
